Sl.no.,company_name,financial_health_revenue_growth,financial_health_profit_margins,financial_health_cash_flow,financial_health_debt_levels,financial_health_liquidity,market_position_market_share,market_position_competitive_advantage,market_position_brand_recognition,operational_efficiency_productivity,operational_efficiency_supply_chain_efficiency,operational_efficiency_cost_management,management_leadership_experience,management_leadership_vision_strategy,management_leadership_corporate_governance,customer_metrics_customer_satisfaction,customer_metrics_customer_retention,customer_metrics_market_reach,innovation_growth_RnD_investment,innovation_growth_product_pipeline,innovation_growth_scalability,human_resources_employee_satisfaction,human_resources_talent_acquisition,human_resources_training_development,risk_management_operational_risks,risk_management_compliance,risk_management_insurance,sustainability_social_environmental_impact,sustainability_social_social_responsibility,sustainability_social_ethical_practices,technology_digitalization_IT_infrastructure,technology_digitalization_digital_presence,technology_digitalization_cybersecurity,target
437,Innovative Systems Pvt. Ltd.,1.654867057,1.165516089,3.771369474,3.428386481,4.469607143,8.025685457,3.059879162,4.754740767,4.149440682,9.185936257,2.898729016,7.162526475,5.97433501,3.855332569,2.896359986,5.587813602,5.050857417,1.792054248,7.530114228,5.255140108,3.584370371,9.139828081,5.46256028,8.130001125,5.350188728,6.022440781,4.015442538,7.111621891,7.475514895,7.960178021,8.178394145,4.338310826,84.77925872
438,Tech Solutions Pvt. Ltd.,8.396740534,9.228689259,7.342126865,8.425444692,4.063483938,6.253955025,6.371666892,2.442030409,8.04183231,6.12059935,8.574598068,2.908731137,2.032677625,7.89673664,3.047804892,6.26734788,1.199210059,9.041811251,3.068434376,7.094147397,5.506614155,2.782937748,9.373811439,4.74463212,3.985212265,1.509534758,8.006912393,7.870431338,4.978933716,8.549929725,1.314989571,2.553765767,85.20498422
439,Dynamic Services LLC,7.356180044,2.059759746,2.816681069,5.48430114,5.872668466,9.569996071,9.353638883,2.538427622,9.932631581,7.859571285,1.27318425,3.150979122,2.135238922,5.481537333,3.516412894,4.234050915,6.766392023,4.503397571,1.008152517,8.870547655,5.103515672,1.232264514,9.009692819,1.840886802,2.633478654,2.528945876,8.698745392,4.86408505,6.897092361,4.301815549,7.30592046,3.269965539,84.13492524
440,Prime Enterprises Corp.,1.732139026,6.18864828,7.0608919,1.693524512,2.387305389,1.381800684,9.36225568,4.763303093,3.166034633,8.306260465,8.594315773,3.531561072,5.765802535,3.790306216,2.146672645,5.278231609,4.725334522,3.820324658,7.437131681,7.742954486,4.099852416,1.182519764,8.072204187,5.35908612,3.200069892,3.567679488,4.920458477,8.754693456,4.062856639,7.84747927,1.206294158,8.898385358,69.64038585
441,Elite Consulting Ltd.,1.763539427,3.466496986,9.729208415,1.526958363,5.983403368,3.387935238,4.077147503,7.815546804,8.868766007,4.076641377,5.142961456,4.700145504,3.419753905,8.307709682,6.753365949,4.271630116,3.430526195,5.161253025,2.540662695,9.447270362,7.243671688,6.600838208,3.66630178,1.81754363,8.495641374,3.543630454,4.40354633,2.356591666,3.90303313,5.368356057,8.760747129,4.924442986,69.74268372
442,Pioneer Consulting LLP,9.879756207,5.987602023,1.845106442,4.008144868,5.875343312,6.413984914,5.749097196,9.081681822,8.475604844,4.903248982,2.958291459,3.108925591,1.189332122,8.804369359,1.676286579,6.769054516,2.861533996,4.510594592,1.940341558,1.485084614,7.836056505,6.955075546,5.905075742,2.160435749,6.529690084,7.060787202,7.729712388,3.509538252,4.819905,2.809751396,2.418724322,3.464181923,62.74088118
443,Modern Enterprises Co.,4.368437162,6.862783495,7.053419064,8.064072794,7.857116313,3.66903921,2.904723087,1.75714896,3.021916579,8.63624597,2.204003305,1.176863345,7.505552835,7.057073497,2.207821837,9.11133287,6.886207699,8.772193028,3.137645085,1.109618519,8.676855721,3.799375346,3.0150751,3.156488488,9.219210575,1.165137955,9.216063823,1.841431254,2.310109828,2.119810392,5.628443459,6.304045402,57.84168499
444,Supreme Industries Pvt. Ltd.,4.335779324,8.467676233,4.993751974,7.369128413,8.502849657,7.429817477,9.960679985,4.537935168,4.593993222,4.269298165,9.579764508,8.914537511,1.29237937,1.422679802,6.802810539,2.475282358,4.745953279,9.363348777,4.419104701,6.952043025,9.755709442,3.880098903,4.995250282,8.735749347,3.087716069,7.801135993,7.794385598,2.897900565,8.48025068,4.105457824,6.37435634,2.278962638,84.62886897
445,Modern Group Inc. Ltd.,8.315196105,2.857791446,8.813280289,8.097534682,4.963972153,7.831047543,9.830061171,1.902210074,4.687055824,8.145416201,1.653990288,9.690488482,6.35749157,6.096905921,4.056945584,4.432679289,2.616933601,3.731078948,5.283156947,3.604171692,3.399905729,4.055445236,5.357917592,9.321512791,2.090247165,3.388082273,3.04413729,3.148559307,4.138281058,2.237969003,5.117908666,3.334524467,54.6594393
446,Modern Systems Co.,9.525237196,1.098962458,2.594348105,5.655421508,3.720999244,1.922643677,6.845580367,1.149332326,9.803986017,9.468930903,2.791840779,4.074133483,5.852744147,7.869654208,7.37153044,2.267817436,7.201981733,8.775422267,1.401130366,3.281509145,7.444841342,7.121426921,8.484760362,8.436319564,1.054787779,3.790196616,8.994769727,9.258698718,4.601345985,9.984420786,4.066871404,5.916231708,96.88961434
447,Elite Solutions Inc. Ltd.,9.874009574,2.231970671,7.23363357,4.961790982,3.334014076,5.624690178,8.239726537,6.955468144,2.628027112,6.608893358,4.130401127,4.046561915,9.719332215,2.228527109,6.016822702,6.624493934,6.085650547,8.033708166,9.735159994,3.977983789,4.548324119,1.523204119,9.064255288,4.006694957,5.570758339,5.751188451,4.488235007,1.702987199,9.046491514,1.442700912,5.210328666,3.137707377,91.33431518
448,Global Services LLP,7.780403667,9.100167777,8.543037607,2.32707274,2.75161453,5.580015,7.435901452,6.422044978,8.19242174,7.674645587,6.582113641,1.063826315,5.357918254,3.058036762,3.304190558,7.559834585,8.728048494,9.377269051,7.444567481,3.428164521,7.093737748,9.362047174,4.731580562,3.45201797,9.984762373,2.943330408,6.186064706,4.846736082,5.469614327,4.970292394,3.802741785,7.112149637,92.875287
449,Prime Consulting Inc. Ltd.,4.38633627,8.865010698,9.501527975,3.953734782,1.51882824,4.323526932,6.338423971,2.467172024,4.007734428,8.245875808,5.903209767,7.122256195,1.572412927,8.942455946,6.857451554,9.387214593,2.05728309,3.21175281,3.908746588,5.602927657,5.283835213,3.002689398,1.159340006,5.942401217,7.254687419,8.960241822,8.482920574,5.791588185,5.898285184,5.068841702,4.943101124,5.42342172,95.33344073
450,NextGen Industries Inc.,1.75150645,6.37671792,7.149232255,4.906174296,4.08203181,9.396323763,1.480131973,3.104315498,7.577833112,8.60535684,2.130791432,8.428959062,5.96519171,1.181095497,2.046463123,3.509847336,8.070999418,6.192632351,3.868275316,4.961336025,9.943957925,9.997058847,8.755964558,7.496678445,3.775551328,1.768319014,2.695552907,9.088237484,9.608483123,3.705687357,4.230216919,7.947901632,70.43024854
451,NextGen Holdings Co.,7.994322243,6.404651744,5.474572876,1.797403867,3.432229229,8.447556879,5.092879083,1.213369783,4.780099039,4.555480041,3.607551854,2.319474703,8.569865536,7.77454424,5.827693448,9.551900853,7.061651081,3.470901263,5.036882944,5.611856962,7.560119222,2.543704244,2.568508107,9.940355093,8.891727247,4.999441261,8.060591221,9.979265968,8.980537448,6.142164091,6.095843412,9.534200822,92.33503617
452,Innovative Enterprises Ltd.,6.025638248,6.985330071,6.560625162,2.985507574,9.697756473,7.274884437,7.07307672,8.514524851,6.205237868,1.461371133,3.14876594,2.436997144,9.971643559,5.263959633,4.934332945,1.569364046,2.035098431,8.416850414,6.636203405,7.054422504,9.572421704,7.943918116,6.596937675,2.184136407,8.035500394,8.644800425,6.365465181,7.780493034,2.52520038,2.349793217,3.14131746,2.042244004,57.90306501
453,Prime Services Inc. Ltd.,4.817998083,2.578341508,8.82014486,6.384027647,6.019379436,7.428939722,7.097784525,9.772215364,8.49350596,4.616886441,2.92188569,8.11074925,4.873088563,5.02094943,3.410862245,6.42712477,7.253386569,1.047917715,2.317357599,4.484174581,8.514725945,3.010712904,1.224738104,1.443627991,1.138736495,6.54259505,9.040074776,9.737118915,5.258935269,8.055211425,9.897908994,4.01198509,51.08208973
454,Dynamic Industries Ltd.,9.157189466,9.229707513,6.13548772,7.620968028,4.125493351,5.155445294,4.358103566,2.219135831,8.237490085,7.063806068,4.700299028,6.546616735,3.882688682,1.063868792,6.43604498,1.514194474,4.9739256,6.083372466,2.700368324,3.261769184,9.1261091,1.727621215,4.595558277,7.249203001,8.351744325,3.630965643,2.547733617,8.083910193,9.741666047,3.992029464,5.50782958,3.875941566,89.24456973
455,Elite Works AG,2.000777341,4.768934724,1.273483537,9.985127603,6.224208409,9.28895069,9.47522788,3.083276924,8.797808652,5.053153472,7.336283073,1.403745019,9.159879673,8.374584079,8.842002331,9.04396769,9.50486307,4.052830881,8.734911246,2.495804831,8.329772775,8.874399919,9.873642719,8.490032052,3.704740815,4.78684187,4.786140133,9.668823769,4.351296684,6.322083308,2.747458697,2.360646274,53.7398324
456,Modern Services Inc. Ltd.,5.433625939,4.448246754,9.37853826,9.398019982,2.252770312,7.251358845,2.50621329,8.815685716,1.536555928,7.740668358,2.95707639,6.602922914,2.721179162,4.238424106,9.990142298,5.768281514,2.274502156,3.904153364,3.306294315,4.145267076,5.132432173,8.728761333,1.90624241,8.617139019,2.347061181,7.360249423,8.495587836,7.365436534,4.344157977,7.440753125,5.293600746,8.292728236,99.42623337
457,Prime Holdings Inc.,1.102182803,5.670259348,7.205740759,6.783086796,4.996393743,7.560829555,5.503235016,9.338174182,7.228454977,4.212841865,4.300109917,3.780259506,6.538860235,5.866890682,6.469864919,7.024135157,6.785500517,6.804156915,4.421754982,7.676258277,3.26609608,4.632133532,4.813238368,7.106171942,3.036977558,9.75934669,1.173085331,1.717870829,2.755272086,9.001379059,8.797736166,7.838908336,83.73982148
458,Pioneer Group AG,5.217945778,1.422693701,7.088620472,4.79123248,6.636108893,8.755218134,7.217955789,4.776646445,2.25988639,6.71269727,4.518256842,4.318526399,4.651429818,7.095706177,4.642352869,8.484165333,4.437820409,8.663360044,8.841446659,7.810344191,4.332881579,7.321565283,3.764349552,9.586142237,5.217218239,9.038248465,2.009812301,4.617281683,2.028908027,8.522086928,1.196261138,5.359829238,87.67248551
459,Pioneer Consulting LLP,1.506729481,2.496550319,2.941076372,6.725596282,5.400080486,3.466644304,7.274222253,1.45560225,4.742367112,2.677778244,9.788108765,7.927582765,1.369741285,7.323666188,3.026863902,2.352795602,9.611332035,6.482758523,6.968330465,7.00214848,1.182126094,6.013593394,9.14579311,5.599042872,4.823811344,4.081895275,9.915086915,6.819375554,7.662743117,6.474781253,7.115987072,5.839937,62.29019281
460,Dynamic Holdings PLC,2.069361246,7.642302548,6.929969232,8.070864563,4.616009206,8.263638135,6.837750611,1.354526503,5.937295735,7.74432493,9.591997212,8.298416734,4.125596269,9.603820529,3.313864805,1.347324057,3.969774058,8.678556808,4.075406914,3.106253578,5.715938507,8.676605023,8.824060971,9.224333185,3.599985694,9.983780914,3.523547607,4.156466585,7.930274218,4.495538623,5.931710171,1.535897242,83.6932697
461,Innovative Services PLC,2.057736221,1.745188011,4.544779651,2.065025718,9.9446355,2.757165427,3.477593921,6.165548795,4.624655363,5.911263719,8.201238245,4.603209642,3.387056703,5.782059579,5.315094803,8.909930313,9.659673185,3.381374007,7.153295912,6.292776213,5.545520202,3.835503724,3.139288843,9.710309233,2.5499649,1.031541972,9.779888744,3.460455263,9.721116672,5.528842031,2.526021949,5.999566171,52.16099686
462,Modern Consulting Co.,6.842892719,6.428368985,6.861096793,4.689144007,8.922832859,4.10807757,2.405859118,4.53605598,5.676505082,2.836579497,3.174930287,9.524376424,7.174820385,4.597475959,4.305499312,3.834399047,9.11337266,5.675516693,1.177148938,6.136206954,5.727254183,5.7130516,1.730690083,8.624417113,7.860077107,1.248667802,2.642783959,6.196593404,7.960763898,7.91861314,8.357287954,8.122073716,91.891286
463,Tech Enterprises Inc. Ltd.,7.714403913,3.208141987,1.959337273,8.558220571,6.610653623,4.020494088,6.723462941,1.257871848,9.968736779,3.627200561,1.612335827,4.658164462,9.539114479,9.583332638,9.224330704,2.160810171,3.433449118,5.054828852,7.62078394,5.358395783,9.766281025,5.368351341,6.644245547,3.787827069,9.910988054,8.414564637,4.249849987,9.40151689,3.190172446,8.897909883,4.319961601,6.164448162,58.48120465
464,Global Services Inc.,6.250318886,4.503660526,6.920607741,4.454496567,6.124396251,9.806729216,6.393719045,6.249271531,2.216955823,7.737478377,3.852137239,7.946524317,3.412424686,6.778992115,4.314659209,5.216151134,8.231875991,1.104804096,5.383144365,5.949810877,9.203086031,4.185152436,4.027318407,2.765940861,8.000124224,2.795164181,7.775825001,1.314836862,1.361049205,1.934037354,3.644218259,3.387757331,84.86790334
465,Pioneer Consulting Inc. Ltd.,9.659552936,3.598243631,9.994723532,6.146850441,6.585944318,8.708835014,2.614204093,1.101722829,7.079104408,5.343411121,3.401150945,5.354895381,8.303193452,3.683353206,4.36100132,6.384754681,9.960437816,6.011309288,8.318639326,5.426115694,2.455415005,9.023095581,7.048759515,5.933080585,3.663432709,1.546923416,6.920005665,7.923080832,9.868936459,4.463706362,8.453126727,7.007934451,61.22402506
466,Global Services LLC,4.373835216,4.201054448,1.43390835,6.289924248,2.81180897,7.310528754,7.34625231,8.086347623,4.564008697,2.944282964,5.553332201,9.077790939,1.498238352,2.138178209,4.451810612,1.278735431,3.27396702,6.953718917,9.591738868,6.089107295,4.319942694,2.492901322,1.289077805,5.077132753,3.203280653,3.134332659,6.230101599,7.504545502,4.06405626,7.985049386,6.746725416,4.25339587,53.42265847
467,Dynamic Enterprises PLC,3.571408777,7.471413147,9.794567658,2.660286278,4.556239689,7.543510855,5.096547926,3.757895404,2.19708819,9.705440713,7.999551191,9.169851193,5.84308909,8.582990513,8.529581893,3.474060924,4.930994524,6.32722964,9.332096945,7.439553592,4.815605615,2.345577756,2.200593117,8.89982508,2.958992885,4.834901386,5.769092582,9.675580828,3.807743882,4.884865863,9.084331753,5.903859559,74.07468393
468,Innovative Enterprises Inc.,8.817392154,3.674095441,4.662171647,4.260118975,1.355135796,6.05865515,7.009845324,1.362322027,2.42863087,7.436125178,8.72490645,1.786751271,1.634950573,4.259634425,6.857094888,1.295198868,5.681626629,7.626519089,9.183385391,1.98665375,4.244796261,6.192185818,7.177350095,1.90028504,2.23025567,7.575096434,8.590963993,9.376401001,9.153596888,3.990049877,6.668953333,5.38808827,58.46431051
469,Elite Enterprises LLP,3.012362547,6.097641763,8.836781053,4.010601599,5.279914337,9.523816004,8.536303718,6.295169989,9.543457956,9.614213493,8.603776769,9.428439982,9.40629692,6.944227492,6.527519653,4.783018503,3.654380222,6.142055756,5.609529603,7.746631769,8.186463672,6.91744807,2.911335898,3.319660552,5.961974947,6.619019739,3.114537066,7.860093058,6.265899087,4.701904271,7.667358921,4.430575009,86.47219942
470,Dynamic Consulting Corp.,9.669002855,5.28445362,8.041469357,1.235770377,5.887221256,5.466328776,2.527555857,4.57915973,8.91641347,4.843945408,4.237080051,8.429813574,7.897161525,5.237347774,4.007287201,9.055900262,1.137383557,1.600752294,4.241279027,2.222975351,5.716339029,2.751573289,8.718289082,7.766190501,6.448603348,3.138590958,4.982238343,5.683678882,2.933840565,6.425602721,8.528013066,7.469901824,61.87829217
471,Pioneer Enterprises Inc.,1.109390272,6.973040488,6.103146349,1.217725875,3.049747625,4.424659389,1.172303812,9.76420372,9.163377644,5.275903066,7.185109091,8.121796429,6.921549201,2.790368018,8.361137591,9.843871703,2.981163198,2.048009717,5.185317923,1.599651986,6.148898353,4.51645698,1.527317989,1.854879805,7.349523946,5.529434033,2.399070629,2.838407979,9.001866184,9.998246297,1.492656723,8.954885008,67.12362781
472,Global Ventures PLC,9.72890944,9.431467654,7.646042883,8.485273393,9.676259624,2.467318032,8.011923278,5.897787963,9.923794982,9.081596946,3.815507778,2.808202057,8.415067435,6.415179478,1.345274752,6.733427982,3.537431959,6.368271198,7.20906403,9.784717176,8.677122031,9.519074587,2.939337845,3.886879726,7.121920338,9.335926949,6.363474362,5.907121465,9.940247695,5.436931862,7.98444063,1.046912666,78.37196256
473,Dynamic Services AG,1.388439208,7.593148875,8.906640052,3.45763729,9.185091498,8.07585087,6.487276826,3.477152629,2.87483851,5.725444062,1.548149889,8.246072879,6.82767816,1.546147621,8.837174551,2.454739244,4.992397312,3.474812728,8.955979992,9.61292592,8.253353381,3.219556804,9.987042236,4.484398546,3.630999802,8.335069993,3.254899818,7.888167945,1.78010705,2.876450275,6.523358337,9.402548673,64.24841388
474,Supreme Works Pvt. Ltd.,9.020288023,2.934463407,4.637262895,5.662708896,7.499289119,7.609995389,7.296756127,7.384949782,4.198954036,7.365510207,7.31408739,8.651194612,9.720499575,4.720082139,5.614749098,9.15264451,2.539922306,1.716806161,2.862876727,1.543928904,2.189903705,7.015246319,4.897684923,6.603344169,3.972799049,3.908708063,4.004578579,9.061022914,8.760264655,2.465619178,1.625570169,5.603636225,68.89940581
475,NextGen Consulting Co.,5.749309982,1.280648216,3.943298454,3.688530162,5.800479659,4.459195347,8.543394775,3.443428023,7.022971269,3.269555897,1.088447973,3.60235301,7.425621531,5.919534457,4.584252114,5.646230409,8.85928921,4.866424691,9.263738426,4.989280973,7.425231257,7.661344543,7.326690972,2.423193811,7.133630819,9.840381052,5.24125645,8.107408083,4.514641279,1.381147727,5.577201297,7.306586923,90.78108855
476,Dynamic Industries LLP,9.936683165,3.360376399,7.00834047,9.466113206,8.829722437,1.226740726,8.225298413,9.138189623,5.354222859,5.020538218,4.682643287,9.570340705,9.321927486,4.924422767,5.474505526,2.383743809,7.344200195,5.988903383,8.336622088,2.676204445,4.91892516,5.033158295,2.64396744,8.745440413,4.145028767,7.377583604,1.240935271,2.757402417,5.716652019,6.029355114,1.742122702,8.700621096,58.96049248
477,Innovative Systems LLP,1.664169083,6.355701376,8.270613477,3.33367083,2.175871094,8.550975949,9.648281322,4.372497735,4.7655058,2.111048792,3.964413424,1.448741318,5.654187028,7.738049577,7.006739775,9.295540025,1.766804298,3.958713895,9.809704137,5.368104074,3.651840128,9.437733881,6.488818615,5.027880119,2.913608707,1.562044201,1.827441423,6.397176828,9.233343782,5.901148823,7.623524816,5.203933231,54.11007947
478,NextGen Industries Co.,5.98468856,1.462832321,7.860566213,4.866911315,8.114588148,1.102761851,5.82341571,5.948817065,4.220301244,2.853820323,7.240397847,2.349183279,2.053579717,8.451324591,1.114888839,7.817221457,6.85083206,7.48390332,8.92226596,8.471595187,1.450169388,7.629910617,7.534954615,9.253195407,4.369025383,1.31644642,7.173362986,3.989561136,9.760412762,2.847105341,5.918515425,8.51476666,66.41788926
479,Innovative Consulting Inc. Ltd.,9.723722821,5.467296225,8.18032284,8.854572254,2.123387326,7.333298017,5.396460694,1.455157934,6.344025687,1.008490737,7.896209255,5.838230242,5.753599493,7.941187666,8.843966708,7.585347455,6.882908288,6.793935473,3.519435967,9.555505973,5.385246043,5.121321219,3.830289723,5.210829223,3.448757418,2.515671541,4.860729826,1.082851007,3.359475194,7.257964658,9.582161837,2.598578375,71.21883835
480,Modern Consulting LLC,5.707880598,6.37158564,4.920249833,8.577402101,8.147895963,9.732313988,4.616984799,4.835091142,6.180340858,1.353385465,3.736851724,6.18213224,2.141855453,1.34931653,5.020655728,7.382626334,9.605990563,3.99536525,1.953603202,6.708273881,4.198930127,6.124016816,8.460074008,3.47536233,1.794814491,7.550702812,8.783111998,2.801988422,2.915656939,7.669963375,2.648218344,2.43250781,77.13296411
